WKT,radio,mcc,net,area,cell,unit,longitude,latitude,range,samples,changeable,created,updated,averageSig,shape_X,shape_Y
POINT (-67.0785560001593 18.1169229996967),GSM,330,110,51002,33232,,-67.078556,18.116923,1246,88,1,1474987871,1474968072,,-67.078556,18.116923
POINT (-67.1601100000764 18.2439599998542),GSM,330,110,51002,31631,,-67.16011,18.24396,1000,52,1,1474987880,1474968668,,-67.16011,18.24396
POINT (-66.9544720003825 18.0520290000384),GSM,330,110,51001,32231,,-66.954472,18.052029,1000,58,1,1474987869,1474968069,,-66.954472,18.052029
POINT (-67.0222910000296 18.0852620001413),GSM,330,110,51002,32333,,-67.022291,18.085262,1000,14,1,1474987870,1474968071,,-67.022291,18.085262
POINT (-66.9709929996272 18.0784150000522),GSM,330,110,51001,41433,,-66.970993,18.078415,1000,45,1,1474987869,1474968070,,-66.970993,18.078415
POINT (-67.1381378196047 18.1404876699701),GSM,330,110,14,12793,,-67.13813782,18.14048767,1000,1,1,1474987873,1474968074,,-67.13813782,18.14048767
POINT (-67.1167299996897 18.1666129996902),GSM,330,110,51002,65535,,-67.11673,18.166613,14078,50,1,1474987870,1474972535,,-67.11673,18.166613
POINT (-67.1259739997003 18.2920400002459),GSM,330,110,51002,30005,,-67.125974,18.29204,1000,14,1,1474992334,1474972535,,-67.125974,18.29204
POINT (-67.1257779996549 18.2918240001775),GSM,330,110,51002,31605,,-67.125778,18.291824,1000,5,1,1474992335,1474972535,,-67.125778,18.291824
POINT (-67.1350180003804 18.2859550002231),GSM,330,110,14,11512,,-67.135018,18.285955,1157,81,1,1474992332,1474972535,,-67.135018,18.285955
POINT (-67.1275009999711 18.2895010000711),GSM,330,110,51002,30032,,-67.127501,18.289501,1000,59,1,1474992332,1474972535,,-67.127501,18.289501
POINT (-67.1268080003888 18.2925799999671),GSM,330,110,14,11951,,-67.126808,18.29258,1000,4,1,1474992333,1474972535,,-67.126808,18.29258
POINT (-66.2107740002199 18.1583400003908),LTE,330,110,11,364290,,-66.210774,18.15834,1000,7,1,1475016626,1479012191,,-66.210774,18.15834
POINT (-66.2111663798245 18.1583404500518),UMTS,330,110,51013,869873,,-66.21116638,18.15834045,1000,1,1,1475017621,1474965867,,-66.21116638,18.15834045
POINT (-66.0693739996104 18.4398650003695),LTE,330,110,3,312067,,-66.069374,18.439865,1000,4,1,1475020052,1483551255,,-66.069374,18.439865
POINT (-66.0504913303106 18.4247589098958),LTE,330,110,7,272131,,-66.05049133,18.42475891,1000,2,1,1475020052,1477663261,,-66.05049133,18.42475891
POINT (-66.0134119999638 18.2221979999378),LTE,330,110,12,296707,,-66.013412,18.222198,1000,2,1,1475020798,1478709826,,-66.013412,18.222198
POINT (-66.0404209999292 18.3890529998961),UMTS,330,110,41005,1316423,,-66.040421,18.389053,1374,3,1,1475021962,1486556316,,-66.040421,18.389053
POINT (-66.0646819999743 18.4220119999539),UMTS,330,110,41005,1343493,,-66.064682,18.422012,1000,3,1,1475082554,1479657654,,-66.064682,18.422012
POINT (-66.0305790002207 18.3924869999751),LTE,330,110,16,2778881,,-66.030579,18.392487,1000,2,1,1475093719,1479928900,,-66.030579,18.392487
POINT (-66.0298919703381 18.3602142303025),LTE,330,110,16,284931,,-66.02989197,18.36021423,1000,1,1,1475093719,1475071337,,-66.02989197,18.36021423
POINT (-66.0633089996106 18.367537999679),LTE,330,110,16,273667,,-66.063309,18.367538,1000,3,1,1475093719,1479487580,,-66.063309,18.367538
POINT (-66.1253360001563 18.3653640001485),LTE,330,110,16,265987,,-66.125336,18.365364,1000,4,1,1475093719,1490150773,,-66.125336,18.365364
POINT (-66.1205291696854 18.3643341100312),UMTS,330,110,41015,1314152,,-66.12052917,18.36433411,1000,1,1,1475094041,1475071337,,-66.12052917,18.36433411
POINT (-66.1122894300132 18.3615875202479),UMTS,330,110,41015,1314153,,-66.11228943,18.36158752,1000,1,1,1475094041,1475071337,,-66.11228943,18.36158752
POINT (-66.0916900601481 18.3588409403571),UMTS,330,110,41015,1313751,,-66.09169006,18.35884094,1000,1,1,1475094041,1475071337,,-66.09169006,18.35884094
POINT (-66.0655979999477 18.3773800002868),UMTS,330,110,41015,1363562,,-66.065598,18.37738,1000,2,1,1475094041,1475951262,,-66.065598,18.37738
POINT (-66.0463710000216 18.4334559997946),LTE,330,110,3,285697,,-66.046371,18.433456,1000,3,1,1475097181,1475403493,,-66.046371,18.433456
POINT (-65.9941864002821 18.2050323495633),LTE,330,110,12,297218,,-65.9941864,18.20503235,1000,1,1,1475111476,1475087558,,-65.9941864,18.20503235
POINT (-65.9433746300351 18.3753204295942),UMTS,330,110,41005,1319024,,-65.94337463,18.37532043,1000,1,1,1475111621,1475088465,,-65.94337463,18.37532043
POINT (-65.9200286901719 18.3766937303315),UMTS,330,110,41005,1320323,,-65.92002869,18.37669373,1000,1,1,1475111622,1475088465,,-65.92002869,18.37669373
POINT (-65.9186554002265 18.3766937303315),UMTS,330,110,41005,1320122,,-65.9186554,18.37669373,1000,1,1,1475111621,1475088465,,-65.9186554,18.37669373
POINT (-65.9516143795999 18.3753204295942),UMTS,330,110,41005,1357022,,-65.95161438,18.37532043,1000,1,1,1475111622,1475088465,,-65.95161438,18.37532043
POINT (-65.9008026102522 18.3725738497034),UMTS,330,110,41005,1126516,,-65.90080261,18.37257385,1000,1,1,1475111621,1475088465,,-65.90080261,18.37257385
POINT (-65.939254760199 18.3753204295942),UMTS,330,110,41005,1360796,,-65.93925476,18.37532043,1000,1,1,1475111623,1475088465,,-65.93925476,18.37532043
POINT (-65.9365081803082 18.3753204295942),UMTS,330,110,41005,1360795,,-65.93650818,18.37532043,1000,1,1,1475111623,1475088465,,-65.93650818,18.37532043
POINT (-65.9296417197895 18.3766937303315),UMTS,330,110,41005,1360794,,-65.92964172,18.37669373,1000,1,1,1475111623,1475088465,,-65.92964172,18.37669373
POINT (-65.9021759001976 18.3739471396488),UMTS,330,110,41005,1126517,,-65.9021759,18.37394714,1000,1,1,1475111621,1475088465,,-65.9021759,18.37394714
POINT (-65.9159088104432 18.3766937303315),UMTS,330,110,41005,1370221,,-65.91590881,18.37669373,1000,1,1,1475111623,1475088465,,-65.91590881,18.37669373
POINT (-66.0051727297376 18.3972930903039),UMTS,330,110,41005,1320425,,-66.00517273,18.39729309,1000,1,1,1475111622,1475088465,,-66.00517273,18.39729309
POINT (-65.8980560303615 18.3698272698127),UMTS,330,110,41005,1128043,,-65.89805603,18.36982727,1000,1,1,1475111621,1475088465,,-65.89805603,18.36982727
POINT (-65.9255218499534 18.3766937303315),UMTS,330,110,41005,1320326,,-65.92552185,18.37669373,1000,1,1,1475111622,1475088465,,-65.92552185,18.37669373
POINT (-65.9200286901719 18.3766937303315),UMTS,330,110,41005,1320352,,-65.92002869,18.37669373,1000,1,1,1475111622,1475088465,,-65.92002869,18.37669373
POINT (-66.959609990009 18.0745697004314),UMTS,330,110,51001,762328,,-66.95960999,18.0745697,1000,2,1,1475126408,1475874833,,-66.95960999,18.0745697
POINT (-67.1106720000128 18.4879303004431),GSM,330,110,54,30412,,-67.110672,18.4879303,1000,1,1,1475192004,1475135656,,-67.110672,18.4879303
POINT (-66.2111663798245 18.1583404500518),UMTS,330,110,51013,890174,,-66.21116638,18.15834045,1000,9,1,1475195528,1479138829,,-66.21116638,18.15834045
POINT (-65.9365081803082 18.3753204295942),UMTS,330,110,41015,1360762,,-65.93650818,18.37532043,1000,1,1,1475196776,1475172734,,-65.93650818,18.37532043
POINT (-65.978164999615 18.3917999997702),UMTS,330,110,41015,1332962,,-65.978165,18.3918,1000,3,1,1475196776,1487618224,,-65.978165,18.3918
POINT (-65.9172819996645 18.3730320003266),UMTS,330,110,41015,1370224,,-65.917282,18.373032,1000,3,1,1475196776,1475584485,,-65.917282,18.373032
POINT (-66.0848236104213 18.3629608200858),GSM,330,110,41,3011,,-66.08482361,18.36296082,1000,1,1,1475207306,1475184534,,-66.08482361,18.36296082
POINT (-66.6744240001674 18.4732830000105),UMTS,330,110,51005,1267958,,-66.674424,18.473283,2680,3,1,1475212079,1482072217,,-66.674424,18.473283
POINT (-66.108169560177 18.4055328398687),GSM,330,110,41,10612,,-66.10816956,18.40553284,1000,1,1,1475269535,1475246858,,-66.10816956,18.40553284
POINT (-66.0477450004314 18.4277340003239),LTE,330,110,7,272129,,-66.047745,18.427734,1000,6,1,1475276837,1490003979,,-66.047745,18.427734
POINT (-66.8524932897335 18.464584349788),GSM,330,110,54,28311,,-66.85249329,18.46458435,1000,1,1,1475281837,1475258667,,-66.85249329,18.46458435
POINT (-66.2482452398259 18.1432342498608),UMTS,330,110,51013,888071,,-66.24824524,18.14323425,1000,1,1,1475316449,1475295502,,-66.24824524,18.14323425
POINT (-66.2647247299623 18.1459808297515),UMTS,330,110,51013,27876826,,-66.26472473,18.14598083,1000,1,1,1475316449,1475295502,,-66.26472473,18.14598083
POINT (-66.2482452398259 18.1432342498608),UMTS,330,110,51013,888074,,-66.24824524,18.14323425,1000,1,1,1475316449,1475295502,,-66.24824524,18.14323425
POINT (-65.6604766800547 18.2750701898374),UMTS,330,110,41003,26123,,-65.66047668,18.27507019,1000,3,1,1475357317,1475723243,,-65.66047668,18.27507019
POINT (-66.0852810002179 18.4577179998859),UMTS,330,110,41025,1375851,,-66.085281,18.457718,1000,3,1,1475425725,1486414077,,-66.085281,18.457718
POINT (-66.30537400011 18.4687040001895),UMTS,330,110,51016,1462195,,-66.305374,18.468704,1850,5,1,1475425725,1491132779,,-66.305374,18.468704
POINT (-66.0628509497115 18.4481048596516),UMTS,330,110,41025,1315824,,-66.06285095,18.44810486,1000,1,1,1475425725,1475402345,,-66.06285095,18.44810486
POINT (-66.2042999300976 18.0951690702964),UMTS,330,110,41004,1198554,,-66.20429993,18.09516907,1000,1,1,1475482170,1475461146,,-66.20429993,18.09516907
POINT (-67.15323899978 18.1848919999659),GSM,330,110,52,31113,,-67.153239,18.184892,6847,3,1,1475534740,1487934769,,-67.153239,18.184892
POINT (-67.154615000282 18.1845860002438),GSM,330,110,52,33113,,-67.154615,18.184586,4850,9,1,1475534740,1489519931,,-67.154615,18.184586
POINT (-67.1340180001305 18.1631469999342),GSM,330,110,52,39213,,-67.134018,18.163147,1021,2,1,1475534740,1487734796,,-67.134018,18.163147
POINT (-67.1388239996278 18.1549070003578),GSM,330,110,52,31111,,-67.138824,18.154907,1000,2,1,1475534740,1480388105,,-67.138824,18.154907
POINT (-65.3102874795835 18.3025360103287),UMTS,330,110,41003,1157245,,-65.31028748,18.30253601,1000,1,1,1475535022,1475508756,,-65.31028748,18.30253601
POINT (-66.2166595503979 18.3684539798674),UMTS,330,110,51026,1444194,,-66.21665955,18.36845398,1000,1,1,1475535022,1475510104,,-66.21665955,18.36845398
POINT (-66.2537383996074 18.4110259996502),UMTS,330,110,51016,1496134,,-66.2537384,18.411026,1000,1,1,1475535022,1475510104,,-66.2537384,18.411026
POINT (-66.1685943600417 18.1143951403235),LTE,330,110,22,7717123,,-66.16859436,18.11439514,1000,1,1,1475548045,1475526052,,-66.16859436,18.11439514
POINT (-66.1795806903965 18.1514740003249),UMTS,330,110,51013,900873,,-66.17958069,18.151474,1000,1,1,1475548104,1475526061,,-66.17958069,18.151474
POINT (-66.1795806903965 18.1514740003249),UMTS,330,110,41004,900873,,-66.17958069,18.151474,1000,1,1,1475548104,1475526061,,-66.17958069,18.151474
POINT (-66.0408782997936 18.2942962598646),UMTS,330,110,41001,1386058,,-66.0408783,18.29429626,1000,1,1,1475561324,1475534133,,-66.0408783,18.29429626
POINT (-66.1466217002313 18.4000396701947),UMTS,330,110,51006,1442698,,-66.1466217,18.40003967,1000,1,1,1475600477,1475572348,,-66.1466217,18.40003967
POINT (-66.1466219997055 18.3993530000409),UMTS,330,110,51006,1442098,,-66.146622,18.399353,1000,2,1,1475600477,1480438110,,-66.146622,18.399353
POINT (-67.1292109996879 18.1988529998661),GSM,330,110,52,31413,,-67.129211,18.198853,1000,2,1,1475611997,1475640579,,-67.129211,18.198853
POINT (-67.1292109996879 18.1988529998661),GSM,330,110,52,33412,,-67.129211,18.198853,1000,2,1,1475611997,1475640579,,-67.129211,18.198853
POINT (-66.123275760368 18.40141296014),GSM,330,110,51,911,,-66.12327576,18.40141296,1000,1,1,1475620169,1475591209,,-66.12327576,18.40141296
POINT (-67.0259859995542 18.3519739996004),LTE,330,110,15,373505,,-67.025986,18.351974,1000,3,1,1475636800,1477342243,,-67.025986,18.351974
POINT (-66.1877699996857 18.4467319995821),UMTS,330,110,51016,1465734,,-66.18777,18.446732,1000,27,1,1475651252,1491641173,,-66.18777,18.446732
POINT (-65.9886932396013 18.428878779732),UMTS,330,110,41015,1319922,,-65.98869324,18.42887878,1000,1,1,1475691700,1475670388,,-65.98869324,18.42887878
POINT (-66.9609832799543 18.0773162803221),UMTS,330,110,51001,762300,,-66.96098328,18.07731628,1000,1,1,1475712246,1475686954,,-66.96098328,18.07731628
POINT (-65.974960330255 18.4192657501143),UMTS,330,110,41015,1357321,,-65.97496033,18.41926575,1000,1,1,1475719670,1475697780,,-65.97496033,18.41926575
POINT (-66.2108229997816 18.1583400003908),UMTS,330,110,51003,879843,,-66.210823,18.15834,1000,4,1,1475724513,1479012211,,-66.210823,18.15834
POINT (-66.6362000001299 18.0701070000381),UMTS,330,110,51001,722772,,-66.6362,18.070107,1656,4,1,1475724513,1491317341,,-66.6362,18.070107
POINT (-66.2180328403433 18.386306759949),UMTS,330,110,51006,1461223,,-66.21803284,18.38630676,1000,2,1,1475753932,1476246246,,-66.21803284,18.38630676
POINT (-66.205673220043 18.3753204295942),UMTS,330,110,51026,1452566,,-66.20567322,18.37532043,1000,1,1,1475753932,1475727917,,-66.20567322,18.37532043
POINT (-66.1960601796335 18.3712005597581),UMTS,330,110,51026,1452533,,-66.19606018,18.37120056,1000,1,1,1475753932,1475727917,,-66.19606018,18.37120056
POINT (-66.1946868896882 18.3766937303315),UMTS,330,110,51006,1485798,,-66.19468689,18.37669373,1000,1,1,1475753932,1475727917,,-66.19468689,18.37669373
POINT (-66.0175323500379 18.2146453899728),UMTS,330,110,41001,1428361,,-66.01753235,18.21464539,1000,1,1,1475824096,1475802590,,-66.01753235,18.21464539
POINT (-66.0910190004265 18.4537260001549),UMTS,330,110,7,165153,,-66.091019,18.453726,1000,43,1,1475868387,1476794706,,-66.091019,18.453726
POINT (-66.0907919998509 18.4538090003851),UMTS,330,110,7,165159,,-66.090792,18.453809,1000,26,1,1475868387,1476708909,,-66.090792,18.453809
POINT (-66.0904419998984 18.4550029996888),GSM,330,110,3,10451,,-66.090442,18.455003,1000,44,1,1475868387,1476792670,,-66.090442,18.455003
POINT (-66.0903167702027 18.4535980203324),UMTS,330,110,7,165158,,-66.09031677,18.45359802,1000,1,1,1475869855,1475850055,,-66.09031677,18.45359802
POINT (-66.0881729995842 18.4528609998353),UMTS,330,110,7,165152,,-66.088173,18.452861,1000,41,1,1475872275,1476792968,,-66.088173,18.452861
POINT (-66.0886170002743 18.4561159997536),UMTS,330,110,7,165151,,-66.088617,18.456116,1000,42,1,1475872274,1476792671,,-66.088617,18.456116
POINT (-66.079102000357 18.4411239999727),GSM,330,110,41025,4433,,-66.079102,18.441124,1000,12,1,1475872275,1475854573,,-66.079102,18.441124
POINT (-66.101802000362 18.4160819998845),GSM,330,110,21,10301,,-66.101802,18.416082,1000,22,1,1475872585,1475853077,,-66.101802,18.416082
POINT (-66.0730930002417 18.4343149998374),GSM,330,110,41005,6733,,-66.073093,18.434315,1000,24,1,1475874372,1475854572,,-66.073093,18.434315
POINT (-66.0777279999472 18.4259030004232),GSM,330,110,41005,6702,,-66.077728,18.425903,1000,12,1,1475874372,1475854572,,-66.077728,18.425903
POINT (-66.0707110001125 18.4419969997618),GSM,330,110,3,10433,,-66.070711,18.441997,1000,76,1,1475874372,1478977509,,-66.070711,18.441997
POINT (-66.071618999717 18.4378580004464),GSM,330,110,7,10493,,-66.071619,18.437858,1000,13,1,1475874372,1475854573,,-66.071619,18.437858
POINT (-66.072463990121 18.4357452402507),GSM,330,110,7,10663,,-66.07246399,18.43574524,1000,3,1,1475874372,1475854573,,-66.07246399,18.43574524
POINT (-66.061134000034 18.44813500043),GSM,330,110,3,14421,,-66.061134,18.448135,1000,92,1,1475874677,1478982686,,-66.061134,18.448135
POINT (-66.0697174102303 18.4467315697062),GSM,330,110,41025,4431,,-66.06971741,18.44673157,1000,1,1,1475874677,1475854877,,-66.06971741,18.44673157
POINT (-66.0645819998593 18.4491199999881),GSM,330,110,3,12111,,-66.064582,18.44912,1000,23,1,1475874677,1478977509,,-66.064582,18.44912
POINT (-66.0697174102303 18.4467315697062),GSM,330,110,41025,4401,,-66.06971741,18.44673157,1000,1,1,1475874677,1475854877,,-66.06971741,18.44673157
POINT (-66.0697170001394 18.4457399997013),GSM,330,110,3,10431,,-66.069717,18.44574,1000,18,1,1475874677,1478977509,,-66.069717,18.44574
POINT (-66.0535429998096 18.4472979996031),GSM,330,110,3,10463,,-66.053543,18.447298,1000,63,1,1475874955,1478982687,,-66.053543,18.447298
POINT (-66.047358999718 18.4467319995821),GSM,330,110,3,10461,,-66.047359,18.446732,1000,128,1,1475874955,1478982687,,-66.047359,18.446732
POINT (-66.0395260000249 18.4465609997903),GSM,330,110,3,10401,,-66.039526,18.446561,1000,129,1,1475875257,1478982687,,-66.039526,18.446561
POINT (-66.0307249997589 18.4442949996146),GSM,330,110,8,13573,,-66.030725,18.444295,1000,155,1,1475875257,1478982687,,-66.030725,18.444295
POINT (-66.0216520004394 18.4363560004291),GSM,330,110,41015,32442,,-66.021652,18.436356,1000,9,1,1475875555,1475855757,,-66.021652,18.436356
POINT (-66.0213530001408 18.4365300003593),GSM,330,110,8,13572,,-66.021353,18.43653,1000,133,1,1475875555,1478982687,,-66.021353,18.43653
POINT (-66.0258830004001 18.4416099999016),GSM,330,110,8,13571,,-66.025883,18.44161,1000,37,1,1475875555,1478982687,,-66.025883,18.44161
POINT (-66.0135049997559 18.4309720003576),GSM,330,110,8,11253,,-66.013505,18.430972,3143,164,1,1475875556,1478982687,,-66.013505,18.430972
POINT (-66.0067250000587 18.4316249998939),GSM,330,110,8,11251,,-66.006725,18.431625,1000,23,1,1475875862,1478982687,,-66.006725,18.431625
POINT (-66.0024560001443 18.4316249998939),GSM,330,110,8,11252,,-66.002456,18.431625,1000,93,1,1475875862,1478982687,,-66.002456,18.431625
POINT (-65.9952260003795 18.4304380000137),GSM,330,110,8,10843,,-65.995226,18.430438,1000,111,1,1475875862,1478982687,,-65.995226,18.430438
POINT (-65.9895250000786 18.4262829999605),GSM,330,110,8,10842,,-65.989525,18.426283,1000,109,1,1475875862,1478982687,,-65.989525,18.426283
POINT (-65.9886932396013 18.4261321998412),GSM,330,110,8,11293,,-65.98869324,18.4261322,1000,2,1,1475876175,1475856376,,-65.98869324,18.4261322
POINT (-65.9874489996716 18.4197990004236),GSM,330,110,8,13531,,-65.987449,18.419799,1000,85,1,1475876175,1478982687,,-65.987449,18.419799
POINT (-65.9786729996592 18.3822380003834),GSM,330,110,16,10902,,-65.978673,18.382238,1000,27,1,1475878556,1478986919,,-65.978673,18.382238
POINT (-65.9795390000248 18.3827359999665),GSM,330,110,8,10923,,-65.979539,18.382736,1000,500,1,1475878556,1478990176,,-65.979539,18.382736
POINT (-65.9790802000911 18.3835601800583),GSM,330,110,41015,9504,,-65.9790802,18.38356018,1000,1,1,1475878556,1475858757,,-65.9790802,18.38356018
POINT (-65.9790802000911 18.3835601800583),GSM,330,110,41015,9506,,-65.9790802,18.38356018,1000,3,1,1475878556,1478960180,,-65.9790802,18.38356018
POINT (-65.9785060000518 18.3821619995767),GSM,330,110,8,10922,,-65.978506,18.382162,1240,500,1,1475878556,1479022308,,-65.978506,18.382162
POINT (-65.9801789998609 18.3825300003593),GSM,330,110,41015,9532,,-65.980179,18.38253,1000,20,1,1475879774,1478968593,,-65.980179,18.38253
POINT (-65.9790802000911 18.3835601800583),UMTS,330,110,41015,515734,,-65.9790802,18.38356018,1000,1,1,1475880056,1475860257,,-65.9790802,18.38356018
POINT (-65.9792969996568 18.3826210000591),GSM,330,110,41015,9533,,-65.979297,18.382621,1000,19,1,1475881857,1478968593,,-65.979297,18.382621
POINT (-65.9790802000911 18.3835601800583),GSM,330,110,8,17411,,-65.9790802,18.38356018,1000,1,1,1475881857,1475862057,,-65.9790802,18.38356018
POINT (-66.0800170002843 18.4206389995902),LTE,330,110,7,294400,,-66.080017,18.420639,1000,2,1,1458601413,1475864966,,-66.080017,18.420639
POINT (-65.9790802000911 18.382186890113),GSM,330,110,16,11441,,-65.9790802,18.38218689,1000,2,1,1475890558,1475871969,,-65.9790802,18.38218689
POINT (-65.9790802000911 18.382186890113),UMTS,330,110,41015,515761,,-65.9790802,18.38218689,1000,1,1,1475890558,1475870759,,-65.9790802,18.38218689
POINT (-65.9804534900365 18.382186890113),GSM,330,110,41015,62731,,-65.98045349,18.38218689,1000,1,1,1475890889,1475871090,,-65.98045349,18.38218689
POINT (-66.0546112100393 18.4192657501143),LTE,330,110,7,7683,,-66.05461121,18.41926575,1000,1,1,1475900826,1475877146,,-66.05461121,18.41926575
POINT (-66.0559844999847 18.4192657501143),LTE,330,110,7,7425,,-66.0559845,18.41926575,1000,2,1,1475900826,1479487580,,-66.0559845,18.41926575
POINT (-66.0607910004043 18.4471889999724),LTE,330,110,3,369154,,-66.060791,18.447189,1000,6,1,1475900826,1483865841,,-66.060791,18.447189
POINT (-66.0436248796844 18.4371185301961),UMTS,330,110,41025,1352551,,-66.04362488,18.43711853,1000,1,1,1475900892,1475877130,,-66.04362488,18.43711853
POINT (-66.0532380001335 18.4199520002846),UMTS,330,110,41005,1343461,,-66.053238,18.419952,1000,2,1,1475900890,1477663272,,-66.053238,18.419952
POINT (-66.1407850003275 17.9842759998376),LTE,330,120,2,130637325,,-66.140785,17.984276,1000,4,1,1475932045,1489353176,,-66.140785,17.984276
POINT (-66.0683441202849 18.4549713102778),LTE,330,110,3,3198725,,-66.06834412,18.45497131,1000,1,1,1475946463,1475923996,,-66.06834412,18.45497131
POINT (-66.0937499995628 18.3100889998075),LTE,330,110,9,280578,,-66.09375,18.310089,1000,2,1,1458601414,1475924007,,-66.09375,18.310089
POINT (-66.0937499995628 18.3059689995697),UMTS,330,110,41001,1386161,,-66.09375,18.305969,1000,4,1,1475946558,1490687904,,-66.09375,18.305969
POINT (-66.0916899998936 18.3084869996753),UMTS,330,110,41001,1386188,,-66.09169,18.308487,1000,3,1,1475946558,1487747431,,-66.09169,18.308487
POINT (-66.6121673604353 18.0361175495853),GSM,330,110,53,23711,,-66.61216736,18.03611755,1000,1,1,1475960726,1475940323,,-66.61216736,18.03611755
POINT (-66.6121673604353 18.0361175495853),GSM,330,110,53,53813,,-66.61216736,18.03611755,1000,1,1,1475960726,1475940323,,-66.61216736,18.03611755
POINT (-66.0948940001579 18.4618380001236),LTE,330,110,7,4227841,,-66.094894,18.461838,1000,3,1,1475973352,1488689977,,-66.094894,18.461838
POINT (-66.1040499997077 18.4652710001566),LTE,330,110,3,267523,,-66.10405,18.465271,1000,2,1,1475973352,1478382968,,-66.10405,18.465271
POINT (-66.0147857701471 18.428878779732),UMTS,330,110,41005,1316224,,-66.01478577,18.42887878,1000,1,1,1475973605,1475951262,,-66.01478577,18.42887878
POINT (-66.0669710003114 18.4529110003425),UMTS,330,110,41025,1336296,,-66.066971,18.452911,1000,2,1,1475973605,1477193553,,-66.066971,18.452911
POINT (-66.0958099398768 18.3766937303315),UMTS,330,110,41015,1313653,,-66.09580994,18.37669373,1000,1,1,1475973605,1475951262,,-66.09580994,18.37669373
POINT (-66.1528019996126 18.357468000248),LTE,330,110,16,17155,,-66.152802,18.357468,1654,2,1,1475980012,1489244678,,-66.152802,18.357468
POINT (-66.4295196502117 18.4302520795699),UMTS,330,110,51016,1502098,,-66.42951965,18.43025208,1000,1,1,1476048655,1476025068,,-66.42951965,18.43025208
POINT (-66.0202790000757 18.4082789997761),UMTS,330,110,41005,1345194,,-66.020279,18.408279,1000,2,1,1476095472,1479358487,,-66.020279,18.408279
POINT (-66.1479950000692 18.3512890003871),LTE,330,110,5,14338,,-66.147995,18.351289,1754,2,1,1476147288,1480363667,,-66.147995,18.351289
POINT (-66.1644744902055 18.3629608200858),UMTS,330,110,51026,1497724,,-66.16447449,18.36296082,1000,1,1,1476147451,1476122207,,-66.16447449,18.36296082
POINT (-66.1644744902055 18.3629608200858),UMTS,330,110,51026,1442425,,-66.16447449,18.36296082,1000,1,1,1476147451,1476122207,,-66.16447449,18.36296082
POINT (-66.0271453904473 18.4041595499233),UMTS,330,110,41005,1333394,,-66.02714539,18.40415955,1000,3,1,1476189333,1479561499,,-66.02714539,18.40415955
POINT (-66.11915587974 18.4673309296787),LTE,330,110,3,25095,,-66.11915588,18.46733093,1000,1,1,1476269955,1476246257,,-66.11915588,18.46733093
POINT (-66.1095428501224 18.4659576397333),LTE,330,110,3,290305,,-66.10954285,18.46595764,1000,1,1,1476269955,1476246262,,-66.10954285,18.46595764
POINT (-66.0546112100393 18.4137725804403),UMTS,330,110,41005,1316552,,-66.05461121,18.41377258,1000,2,1,1476295206,1477663272,,-66.05461121,18.41377258
POINT (-66.0051727297376 18.4384918201415),LTE,330,110,8,2671365,,-66.00517273,18.43849182,1000,2,1,1476300225,1488525799,,-66.00517273,18.43849182
POINT (-66.2482452398259 18.3876800498944),LTE,330,110,10,282113,,-66.24824524,18.38768005,1000,1,1,1476353176,1476331984,,-66.24824524,18.38768005
POINT (-66.2152862496607 18.3712005597581),UMTS,330,110,51026,1452565,,-66.21528625,18.37120056,1000,1,1,1476353246,1476331984,,-66.21528625,18.37120056
POINT (-66.0697174102303 18.4439849898155),UMTS,330,110,41025,1317923,,-66.06971741,18.44398499,1000,1,1,1476360646,1476339816,,-66.06971741,18.44398499
POINT (-66.0697174102303 18.4275054897866),UMTS,330,110,41005,1359821,,-66.06971741,18.42750549,1000,1,1,1476360646,1476339816,,-66.06971741,18.42750549
POINT (-66.0587310798754 18.4302520795699),UMTS,330,110,41005,1317921,,-66.05873108,18.43025208,1000,1,1,1476360646,1476339816,,-66.05873108,18.43025208
POINT (-66.0559839999616 18.4254460000329),UMTS,330,110,41005,1364591,,-66.055984,18.425446,1000,2,1,1476360646,1479657654,,-66.055984,18.425446
POINT (-67.1120452899581 18.4151458703857),UMTS,330,110,15,357377,,-67.11204529,18.41514587,1000,1,1,1476375046,1476351666,,-67.11204529,18.41514587
POINT (-66.1631012002601 18.1143951403235),LTE,330,110,22,7717121,,-66.1631012,18.11439514,1000,1,1,1476382104,1476360615,,-66.1631012,18.11439514
POINT (-66.206359999914 18.405532999948),LTE,330,110,2,15106,,-66.20636,18.405533,1000,2,1,1476392928,1479487580,,-66.20636,18.405533
POINT (-66.1576080296868 18.1775665299714),LTE,330,110,9,328450,,-66.15760803,18.17756653,1000,2,1,1458601415,1476457030,,-66.15760803,18.17756653
POINT (-66.1170959996806 18.3828740000351),LTE,330,110,10,13826,,-66.117096,18.382874,1000,2,1,1458601415,1476471917,,-66.117096,18.382874
POINT (-66.1493682900145 18.3808136001676),UMTS,330,110,51006,1463435,,-66.14936829,18.3808136,1000,1,1,1476493731,1476471906,,-66.14936829,18.3808136
POINT (-66.2111663798245 18.1583404500518),UMTS,330,110,51013,888473,,-66.21116638,18.15834045,1000,1,1,1476544116,1476523696,,-66.21116638,18.15834045
POINT (-66.0896300002243 18.4529110003425),LTE,330,110,7,4227842,,-66.08963,18.452911,1000,2,1,1476580000,1487088745,,-66.08963,18.452911
POINT (-66.0916900601481 18.4535980203324),LTE,330,110,7,4227846,,-66.09169006,18.45359802,1000,1,1,1476580000,1476558470,,-66.09169006,18.45359802
